,YBAcm1,YBAcm2,YBAcm3,YBAcm4,YBAcm5,YBAcm6,YBAcm7,YBAcm8,YBAcm9,YBAcm10,YBAcm11,YBAcm12
Timestamp,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest
2/22/2006,95730,253755,103980,49752,27158,27995,21527,8118,4074,1524,556,566
2/21/2006,95502,249958,103927,48226,26861,27764,21327,8178,4074,1524,556,566
2/20/2006,96995,254112,100400,47558,26642,27645,21582,8165,4024,1524,543,547
2/17/2006,100219,268392,105035,47335,25870,27519,21582,8165,4021,1524,543,528
2/16/2006,101536,254911,97298,47115,24752,26942,21695,8190,4021,1524,543,528
2/15/2006,111945,259852,94369,52893,26661,27561,21833,9401,4201,1675,613,536
2/14/2006,117071,254428,92973,51056,26424,27231,21823,9390,4347,1675,603,531
2/13/2006,120038,246109,88540,53712,26058,29743,20251,9445,4271,1574,553,431
2/10/2006,120038,246109,88540,53712,26058,29743,20251,9445,4271,1574,553,431
2/9/2006,120225,234983,85964,53266,24982,30378,20192,9078,4271,1574,553,428
2/8/2006,119220,256144,77708,53092,25668,30115,20048,8867,4246,1526,553,423
2/7/2006,118369,252245,73847,55162,26530,29871,20027,8904,4233,1526,549,423
2/6/2006,117053,251162,72785,55551,26376,29517,19968,8602,4233,1534,549,420
2/3/2006,118839,248329,72628,55146,26627,29638,20128,8602,4233,1531,547,420
2/2/2006,125813,262915,72201,54239,26350,29726,20122,8602,4235,1526,555,420
2/1/2006,128590,250746,75453,52471,25753,31080,20460,8525,4235,1526,555,420
1/31/2006,129072,241584,75822,49046,24145,33522,19944,8280,4235,1526,555,420
1/30/2006,128643,255540,78829,47884,24294,34408,19911,8425,4235,1526,555,418
1/27/2006,132682,266565,83710,49106,25151,34222,19964,8575,4251,1576,555,418
1/26/2006,142930,274693,80828,50269,25779,34371,19165,7823,4251,1571,555,410
1/25/2006,142930,274693,80828,50269,25779,34371,19165,7823,4251,1571,555,410
1/24/2006,143215,253503,75942,47257,24910,33211,18938,7573,4251,1571,555,410
1/23/2006,136219,250023,74578,47283,24910,33230,18853,7420,4251,1571,555,410
1/20/2006,136998,246103,72901,46395,24917,32880,18847,7400,4248,1571,555,410
1/19/2006,138775,242638,73635,47451,24868,32607,18837,7600,4248,1571,555,410
1/18/2006,140098,234988,73784,46459,24871,32326,18935,7332,4228,1571,555,405
1/17/2006,141081,228127,75051,46479,24611,32838,18421,7282,4135,1571,555,399
1/16/2006,139980,224159,76695,46379,24655,32138,18421,6882,4135,1571,555,399
1/13/2006,142954,225101,69668,45585,24603,32018,18471,6882,4135,1571,555,399
1/12/2006,161925,204431,71352,44925,24441,31448,18467,6882,4126,1569,555,389
1/11/2006,157838,200227,65071,45525,24499,32428,18653,6882,4126,1569,555,389
1/10/2006,155995,190260,60358,44473,24052,33878,18779,6832,3880,1569,555,389
1/9/2006,156171,178529,60233,42886,23876,34970,15792,6307,3880,1569,555,389
1/6/2006,153042,165138,58813,41791,23532,35572,15070,6307,3676,1544,555,389
1/5/2006,153097,160053,58666,44417,23598,37219,15606,6184,3271,1518,555,333
1/4/2006,160371,161861,57019,42166,24113,43195,14432,6074,2966,1518,555,331
1/3/2006,159088,156605,53428,41001,24034,42637,10214,5762,2425,873,555,325
12/30/2005,154756,151326,53616,38365,24267,42225,10214,5610,2425,873,555,325
12/29/2005,155878,148588,53062,38458,24267,42181,10174,5610,2425,873,555,325
12/28/2005,162655,147558,53864,39797,24450,42196,10124,5605,2425,873,555,325
12/23/2005,160513,143319,54558,38471,24502,41529,10123,5602,2424,873,555,325
12/22/2005,157409,146628,52286,36836,23782,41723,9286,5612,2424,873,555,325
12/21/2005,155488,140265,50903,37065,23716,41780,9269,5602,2424,873,555,315
12/20/2005,159136,141616,51136,38548,23365,41883,9269,5602,2424,873,555,315
12/19/2005,159563,130532,52692,37498,22990,41513,9319,5604,2427,868,550,311
12/16/2005,183143,136954,53685,41382,22243,41112,9169,5594,2427,868,550,311
12/15/2005,183060,132521,51907,42648,22333,41182,9169,5592,2447,867,550,298
12/14/2005,182067,131817,50824,42365,21454,40928,9104,5644,2447,857,550,288
12/13/2005,180387,120871,48512,42402,21342,41023,9084,5624,2447,857,550,288
12/12/2005,207469,112130,47342,43567,20760,39637,8870,5226,2448,857,535,283
12/9/2005,205071,110277,46575,42765,21527,39687,8670,5226,2440,857,535,278
12/8/2005,515,209215,110809,44551,41313,19757,38640,8075,4869,2451,822,510
12/7/2005,40791,204450,103831,39212,39214,19477,38140,8090,4749,2451,822,510
12/6/2005,53980,205221,107837,37034,38375,19457,38855,8076,4450,2451,822,510
12/5/2005,55410,180510,94368,36900,37737,19076,37622,8746,4450,2451,822,510
12/2/2005,58849,178039,98160,36700,37177,19533,36274,8477,4455,2451,813,480
12/1/2005,61453,173172,95849,35904,36984,19332,35949,8777,4505,2451,863,480
11/30/2005,63880,166446,92358,35759,38107,19027,36144,9430,4505,2451,863,465
11/29/2005,67213,166064,91075,33090,36628,18727,36008,9104,4505,2451,863,465
11/28/2005,66475,161794,89596,34135,36558,18732,35603,9099,4505,2451,863,465
11/25/2005,71753,155918,87629,33823,35915,18432,35603,9099,4505,2451,863,465
11/24/2005,75668,172723,90736,34932,35588,18435,35500,9096,4505,2451,863,465
11/23/2005,74319,177323,91243,35526,35626,18435,35155,9071,4580,2476,863,465
11/22/2005,74000,176318,88902,35110,35340,18237,35361,8470,4624,2494,863,465
11/21/2005,77285,173025,82868,35491,34631,19567,35216,8156,4624,2469,843,465
11/18/2005,77471,175723,84347,33384,35682,19321,34666,7806,4624,2469,843,465
11/17/2005,79122,177524,87548,34647,39172,19695,34665,7806,4624,2469,843,465
11/16/2005,80767,172878,83137,33071,38619,18994,33935,8006,4624,2469,843,465
11/15/2005,88332,172052,81490,34829,38172,19194,34170,8006,4624,2469,843,465
11/14/2005,88996,170126,86346,34472,37607,18758,34512,7388,4622,2469,843,465
11/11/2005,96292,180369,86595,34423,37782,19835,34118,7388,4482,2469,843,465
11/10/2005,98315,172292,83711,34416,37316,19182,33121,7366,4482,2469,843,465
11/9/2005,97979,157671,82484,33529,37116,18918,32717,7156,4421,1919,843,465
11/8/2005,103850,175444,91441,33423,36600,19418,32945,7049,4421,1919,843,465
11/7/2005,106129,182819,90092,33405,35563,20154,33927,7099,4421,1916,843,465
11/4/2005,107298,175864,89756,34172,35727,20610,35893,8197,4571,1916,844,465
11/3/2005,108722,181981,95028,32816,35014,20370,34971,7252,4246,1796,843,465
11/2/2005,113281,188498,90849,33761,34597,20216,36448,7424,4246,1690,843,465
11/1/2005,112822,213606,94027,34135,34139,20189,36388,8385,4190,1633,833,465
10/31/2005,113550,239081,94679,34694,34210,20286,35946,8383,4190,1633,833,465
10/28/2005,115706,250256,96464,35030,34103,19577,36281,9016,4251,1575,836,488
10/27/2005,126461,266936,97033,39115,34108,19617,36100,8915,4251,1575,836,488
10/26/2005,129825,277358,102678,38362,33996,19525,35771,8962,4131,1575,836,488
10/25/2005,121280,239839,96835,37697,33610,19405,35716,9033,4131,1575,836,488
10/24/2005,122014,251471,94487,36125,33137,19380,35615,8416,4111,1575,836,488
10/21/2005,117919,239330,93542,35374,32946,19364,35563,8416,4111,1575,836,494
10/20/2005,118536,240116,92242,34766,33083,19364,35428,8416,4111,1575,836,494
10/19/2005,124440,243317,94970,35491,33086,19403,35462,8416,4111,1575,833,494
10/18/2005,125177,235295,93254,34221,32698,19301,35105,8330,4111,1571,833,494
10/17/2005,125533,234129,90107,32885,32485,19270,35509,8710,4111,1566,833,494
10/14/2005,124933,232138,90389,35069,32266,19170,35251,8363,4111,1566,833,494
10/13/2005,141665,261832,93752,37546,33448,18670,35010,8066,4111,1566,833,494
10/12/2005,145107,245875,89723,37722,32873,18340,34503,8060,4111,1566,833,494
10/11/2005,142463,233544,84932,37027,31409,18280,34150,8217,4111,1566,833,494
10/10/2005,148509,223258,83316,34585,30372,18390,33613,7520,3971,1566,830,494
10/7/2005,151844,222108,83396,34546,30335,18346,33572,7520,3971,1566,828,494
10/6/2005,144780,219581,82129,34538,29815,18356,33570,7520,3971,1566,828,494
10/5/2005,143099,210542,81583,34770,29588,18267,33499,7520,3956,1566,828,494
10/4/2005,148767,209666,82532,33341,29488,18181,33225,7383,3856,1466,773,392
10/3/2005,148166,206973,79192,31962,29539,18381,32625,6493,3856,1416,728,342
9/30/2005,152047,196014,80431,31590,29607,18496,32101,6278,3856,1416,728,430
9/29/2005,154606,198249,89907,31667,28496,19071,32097,5627,3856,1416,728,360
9/28/2005,165307,211778,94729,34658,29285,20268,32210,5787,3753,1430,736,360
9/27/2005,156839,184195,85147,33751,27798,19367,32566,5557,3751,1328,723,360
9/26/2005,154444,176493,86285,32765,27444,19057,31999,5557,3794,1323,718,360
9/23/2005,153857,171131,86627,31623,26526,19405,31234,5557,3684,1323,713,360
9/22/2005,161707,172045,86111,31002,24504,19724,29042,5516,3590,1323,713,336
9/21/2005,161707,172045,86111,31002,24504,19724,29042,5516,3590,1323,713,336
9/20/2005,165047,164531,81922,30423,24252,19629,28790,5084,3494,1322,713,336
9/19/2005,168072,158649,83210,32073,24762,19642,28792,4884,3474,1282,713,336
9/16/2005,173958,151164,80286,32240,24680,18759,28283,4884,3273,1282,713,336
9/15/2005,180657,154156,82246,31399,23629,18749,27352,4724,3323,1282,709,332
9/14/2005,186407,137877,79331,30861,22905,19045,27366,4407,2796,1282,759,384
9/13/2005,210101,132268,77645,30396,24316,19103,25997,3615,2780,1062,739,384
9/12/2005,227026,124788,80079,31204,24092,18842,25192,2789,2292,989,664,109
9/9/2005,238033,123188,82703,32785,24791,18865,24960,2791,2300,939,659,95
9/8/2005,1960,305280,138690,88169,34020,24853,19151,23940,3221,2318,1039,659
9/7/2005,50066,292094,130613,85923,33297,24204,18737,23524,2507,2119,989,659
9/6/2005,50882,268812,114862,81259,34201,24871,18669,23274,2182,2118,989,659
9/5/2005,52403,280908,124813,82005,34173,24235,18894,22907,2182,2118,989,659
9/2/2005,67809,294223,127934,89826,35326,24694,22595,24361,2317,2202,1039,659
9/1/2005,67916,255986,120845,84941,31538,22988,21111,21512,2232,1967,1014,639
8/31/2005,63105,232050,101006,77380,31384,23230,20934,20792,2232,1967,1014,639
8/30/2005,63219,202614,89413,74307,30803,23844,20463,20678,2206,1967,1014,639
8/29/2005,65261,206198,91560,74505,30349,22894,19643,20585,2256,1967,974,619
8/26/2005,63705,201356,90772,74749,30964,22912,19578,20551,2206,1967,994,619
8/25/2005,65198,202325,88865,72641,29434,23032,19636,19936,2206,1967,984,619
8/24/2005,65358,202739,86354,72046,31975,22757,19188,18764,2206,1967,944,569
8/23/2005,65792,196601,85640,70164,30787,22901,19429,18509,2300,1972,944,569
8/22/2005,64637,194794,81457,68301,29803,20808,18795,18248,2200,1892,939,634
8/19/2005,65010,199266,84117,70950,31073,21328,18844,18681,2200,1907,874,564
8/18/2005,66868,192335,77522,69985,28606,20607,18226,18237,2200,1867,864,564
8/17/2005,73969,195731,79389,72220,28131,21165,18174,18233,2300,1787,1202,564
8/16/2005,67755,195482,78629,75418,28347,21377,18602,17163,2110,1787,702,564
8/15/2005,76266,200767,81658,70795,26205,20137,17817,16080,2100,1482,702,552
8/12/2005,76640,196977,81558,70686,25239,19443,16975,15760,2120,1482,702,552
8/11/2005,80457,213798,93746,73777,26900,19767,16801,15893,2166,1482,765,532
8/10/2005,81188,250298,93668,74878,26093,20802,16614,16175,2200,1482,765,532
8/9/2005,84587,232744,99768,76272,25306,20247,16320,15646,2150,1482,765,451
8/8/2005,92179,253154,121702,75921,26187,23704,16145,15284,2151,1484,765,451
8/5/2005,83851,187992,94878,73981,25031,20292,15934,14824,2225,1482,865,451
8/4/2005,86826,196564,99568,78222,24625,21184,16314,14224,2177,1661,865,451
8/3/2005,87234,217191,94477,70754,24174,21087,16257,14380,1977,1461,764,350
8/2/2005,81068,202609,85326,67048,24409,20822,15838,14083,1960,1461,764,350
8/1/2005,81414,203631,87739,71724,23723,20756,14422,13971,1960,1461,764,350
7/29/2005,84297,209985,89228,67434,24337,21910,14607,14592,1960,1461,764,350
7/28/2005,84783,195396,88714,65422,24300,21406,13873,13867,1960,1411,764,350
7/27/2005,96619,217911,103060,69343,25865,22129,13807,14069,2020,1436,764,350
7/26/2005,98561,183999,99565,65612,24775,21092,13817,13872,2034,1411,739,350
7/25/2005,95769,183757,101161,66405,24666,20942,14115,13798,1909,1355,726,345
7/22/2005,98564,183569,101524,68711,24701,21701,14827,13918,1909,1355,726,345
7/21/2005,98685,179282,99585,66560,24553,21168,13138,13386,1909,1343,726,345
7/20/2005,105411,185965,96938,66087,24615,20653,13013,13399,1919,1343,726,346
7/19/2005,103555,187155,99966,69254,24302,20641,13010,13396,1909,1343,731,343
7/18/2005,103139,177146,100009,69550,24776,20999,13109,13525,1909,1343,724,341
7/15/2005,106031,176991,99678,77100,27099,22019,14255,13625,1909,1343,724,341
7/14/2005,119318,173333,91809,70668,24813,20944,12558,12070,1759,1336,724,341
7/13/2005,124005,165205,92704,71655,25014,20929,11344,11592,1602,1386,724,341
7/12/2005,124588,180467,92535,72480,25998,21440,11062,10747,1571,1336,673,320
7/11/2005,114453,166801,83492,69228,24855,20361,10979,10597,1571,1336,673,320
7/8/2005,118827,161429,84367,66456,24642,20267,10515,10597,1571,1336,673,320
7/7/2005,122003,132331,79165,64471,22795,18874,10306,10037,1471,1336,673,320
7/6/2005,121672,126918,75113,60882,22648,17617,9993,9167,1472,1336,653,310
7/5/2005,134640,139799,76972,61893,21674,17422,9090,8526,1127,1336,653,199
7/4/2005,134640,139799,76972,61893,21674,17422,9090,8526,1127,1336,653,199
7/1/2005,157050,142846,78385,60249,21806,16408,8471,7843,1072,1286,653,199
6/30/2005,141645,122843,74154,54581,22035,16129,7919,7457,1072,1262,653,199
6/29/2005,135555,119456,72989,52571,22115,15794,8133,7637,1072,1212,653,199
6/28/2005,136936,117856,70650,52606,22139,16289,8015,7335,1072,1162,653,199
6/27/2005,137371,116184,67881,50731,21885,16221,7995,7293,1062,1162,653,199
6/24/2005,138157,116715,69476,47771,22403,16074,7695,6081,1062,1162,653,199
6/23/2005,135481,108386,67759,46854,21871,15464,7235,6088,1062,1162,653,199
6/22/2005,131215,98807,64007,44391,21570,14992,7210,6088,1062,1162,653,199
6/21/2005,148463,103978,63888,43907,21347,14865,7210,6183,1062,1162,653,199
6/20/2005,150095,100992,65781,42327,20403,14593,6931,5806,1062,1162,653,199
6/17/2005,162981,106701,65561,43362,20606,14734,6756,5756,1012,1162,653,199
6/16/2005,165724,102189,62858,41993,20194,14346,7076,5730,1012,1162,653,199
6/15/2005,175059,104473,61775,44021,20503,15052,7233,5531,1012,1162,653,199
6/14/2005,180543,105344,61632,41987,20353,15153,7561,5331,1012,1162,653,199
6/13/2005,204149,112429,63216,43061,19630,16148,7397,5461,1012,1162,653,199
6/10/2005,201815,106881,62562,43056,19870,16088,7382,5461,1012,1162,653,199
6/9/2005,600,197558,107467,60203,41396,19943,15612,7335,5161,1012,1162,653
6/8/2005,38067,195231,102581,57812,41145,19284,15616,7083,4904,1012,1162,653
6/7/2005,48909,191832,99844,55928,40322,20038,15139,6839,4926,891,1192,653
6/6/2005,55099,186584,98694,56819,39894,19939,15235,6927,5214,891,1192,653
6/3/2005,60215,182228,97263,57359,39936,19664,15782,6920,5214,891,1192,653
6/2/2005,64318,193646,97707,55929,40232,19704,15491,6866,5239,916,1217,653
6/1/2005,63644,180392,92834,55287,39915,19663,14636,7270,5321,897,1192,653
5/31/2005,64291,170638,92834,54741,39918,18986,13751,7307,5270,863,1162,653
5/30/2005,81414,159324,101427,57140,40241,19711,13871,7274,5193,863,1162,651
5/27/2005,71267,134030,89752,55195,39483,19064,13015,7064,5190,863,1162,651
5/26/2005,71277,135804,89877,55451,39066,18931,12865,7064,5175,863,1162,651
5/25/2005,73665,140789,91435,54281,38849,18378,12798,6852,5193,863,1162,651
5/24/2005,77679,141977,90288,57206,38793,18448,13197,6532,5183,863,1162,651
5/23/2005,81760,160168,95228,55994,38164,18312,13413,6407,5223,863,1162,651
5/20/2005,81863,150015,89631,55016,36245,18324,13792,6619,5213,863,1162,651
5/19/2005,83091,146830,82027,51965,35510,18499,13104,6305,5213,863,1162,651
5/18/2005,84432,146269,82427,51289,33854,19273,14417,5755,5203,863,1162,651
5/17/2005,84002,145070,82118,51899,34679,18436,14337,5805,5202,863,1162,644
5/16/2005,86622,144787,82595,50290,34327,18381,14237,5805,5191,863,1162,644
5/13/2005,87701,145553,83702,49338,33882,18085,14067,5865,5191,863,1162,644
5/12/2005,87439,146192,85664,49296,33893,17985,13792,5855,5191,863,1162,644
5/11/2005,90158,148701,75940,45799,33705,19795,13719,6435,5190,863,1162,619
5/10/2005,89458,149842,77720,46210,33855,20196,13410,6635,5190,863,1162,619
5/9/2005,95602,151155,75233,42384,30095,19222,13347,6335,5039,863,1162,619
5/6/2005,94764,186590,72285,41763,31175,19070,13879,6235,5024,863,1162,619
5/5/2005,93225,161991,71679,38313,29703,18039,14496,6135,5024,863,1162,619
5/4/2005,100806,164124,71311,37903,28736,17026,16653,6595,5014,963,1162,619
5/3/2005,95496,152377,68534,37472,28119,16250,15838,5942,5008,963,1162,619
5/2/2005,96534,153135,67155,37078,28032,16339,15968,5889,4975,963,1162,619
4/29/2005,103712,155718,67113,37079,27483,16614,16254,5773,4475,963,1162,619
4/28/2005,98213,148143,63796,35829,26350,16433,15731,5215,4057,963,1162,619
4/27/2005,103150,161248,64382,35851,26255,16496,15662,5065,4057,963,1162,619
4/26/2005,106099,158299,61778,35567,26088,16651,15807,5064,3936,963,1162,619
4/25/2005,102610,156976,63184,34679,26146,16423,15528,5050,3931,963,1162,614
4/22/2005,103117,156487,63282,34747,26116,16388,15528,5050,3931,963,1162,614
4/21/2005,101249,161041,65995,34331,26327,16385,15509,5166,3931,963,1162,604
4/20/2005,106213,158585,66731,35321,26475,16118,16049,5074,4031,963,1162,610
4/19/2005,110675,151693,66604,35410,26590,15899,15894,4907,4031,963,1162,610
4/18/2005,112988,155666,63547,35668,26507,15711,16006,4717,4028,963,1162,610
4/15/2005,119881,162618,62584,35683,25349,15139,14794,4562,3590,963,1162,591
4/14/2005,128579,171985,61583,34578,25234,14916,14539,4598,3188,963,1112,440
4/13/2005,130639,167840,61550,34166,24666,14799,14747,4598,3183,963,1112,340
4/12/2005,135432,149707,60577,33249,24477,14796,14788,4526,3218,963,1112,340
4/11/2005,151790,206350,62936,33805,24696,15962,14541,4466,3236,964,1112,340
4/8/2005,164296,204460,68146,34218,24238,15762,13429,4016,3106,964,1112,340
4/7/2005,236352,218429,63910,33808,23755,15521,12805,3986,3098,964,1112,340
4/6/2005,262314,209608,62671,35844,23134,15709,13232,4009,3041,1004,1162,390
4/5/2005,237868,161755,57620,32260,22931,15040,12213,3757,2991,1004,1157,390
4/4/2005,233320,160942,59139,31899,22704,14979,12139,3757,2990,1004,1157,390
4/1/2005,239385,171749,59387,32837,21342,14700,12437,3757,2639,1004,1157,390
3/31/2005,221459,151364,56343,30333,20169,14723,10550,2794,2139,1004,1157,390
3/30/2005,221475,151345,55650,30056,20092,14578,10747,2823,2111,1004,1157,389
3/29/2005,221922,150388,55424,29897,20793,14802,10502,2923,2111,1004,1157,389
3/28/2005,226419,150039,55031,29012,20630,14900,10067,3018,2036,983,1132,264
3/24/2005,227575,149619,54526,29296,20617,15003,10102,3018,2036,983,1132,264
3/23/2005,228856,145097,53650,28113,19936,14925,9810,2937,2039,983,1132,264
3/22/2005,224587,140671,55446,28665,20193,13893,9329,3012,2163,983,1055,264
3/21/2005,203123,129659,53755,27251,20201,13526,9201,3065,2118,983,1029,264
3/18/2005,197503,126008,53355,26567,20720,13456,9201,3065,2018,983,1029,264
3/17/2005,197631,125420,52227,25856,20122,12615,9012,3065,1990,983,1029,264
3/16/2005,199098,128737,53155,27063,20760,12652,9947,3069,1990,983,1029,264
3/15/2005,199452,130494,51610,25391,21227,12957,9733,2786,1990,983,1009,264
3/14/2005,195434,125451,48841,25321,21519,12452,9510,2507,2000,983,1009,264
3/11/2005,198056,124468,49136,25035,20406,12276,9397,2533,2000,983,1011,264
3/10/2005,1800,215273,131199,50418,25392,20270,11380,9444,2584,1999,983,1012
3/9/2005,59368,190259,121662,48565,23570,19480,11220,9388,2304,1999,983,1012
3/8/2005,62067,181678,117936,47554,23672,19114,11060,9408,2400,1969,983,1012
